Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2613","Pamplemousse","2013","2013","kg","1.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2614","Agrumes, Autres","2013","2013","kg","9.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2615","Bananes","2013","2013","kg","11.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2616","Bananes plantains","2013","2013","kg","2.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2617","Pommes","2013","2013","kg","9.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2618","Ananas","2013","2013","kg","2.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2619","Dattes","2013","2013","kg","0.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2620","Raisin","2013","2013","kg","7.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2625","Fruits, Autres","2013","2013","kg","16.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2630","Café","2013","2013","kg","2.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2633","Feve de Cacao","2013","2013","kg","0.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2635","Thé","2013","2013","kg","1.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2640","Poivre","2013","2013","kg","0.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2641","Piments","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2642","Girofles","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2645","Épices, Autres","2013","2013","kg","0.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2655","Vin","2013","2013","kg","16.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2656","Bière","2013","2013","kg","150.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2657","Boissons Fermentés","2013","2013","kg","2.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2658","Boissons Alcooliques","2013","2013","kg","8.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2731","Viande de Bovins","2013","2013","kg","22.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2732","Viande d'Ovins/Caprins","2013","2013","kg","4.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2733","Viande de Suides","2013","2013","kg","32.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2013","2013","kg","26.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2735","Viande, Autre","2013","2013","kg","1.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2736","Abats Comestible","2013","2013","kg","3.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2740","Beurre, Ghee","2013","2013","kg","3.03","Fc","Donnée calculée"
